V1,V2,p
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.934296
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MN935768.1 Ursus thibetanus laniger",0.940665
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.939112
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.931648
"MW556430.1 Tremarctos ornatus (Spectacled bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.941907
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.939112
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.934452
"MW556430.1 Tremarctos ornatus (Spectacled bear)","MG066703.1 Ursus arctos pruinosus",0.934296
"MW556430.1 Tremarctos ornatus (Spectacled bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.939733
"MW556430.1 Tremarctos ornatus (Spectacled bear)","NC_030174.1 Arctotherium sp.",0.967071
"MW556430.1 Tremarctos ornatus (Spectacled bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.940509
"MW556430.1 Tremarctos ornatus (Spectacled bear)","KM257060.1 Ursus americanus (American black bear)",0.941907
"MW556430.1 Tremarctos ornatus (Spectacled bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.937403
"MW556430.1 Tremarctos ornatus (Spectacled bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.941752
"MW556430.1 Tremarctos ornatus (Spectacled bear)","NC_011118.1 Ursus thibetanus thibetanus",0.941441
"MW556430.1 Tremarctos ornatus (Spectacled bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.963964
"MW556430.1 Tremarctos ornatus (Spectacled bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.941378
"MW556430.1 Tremarctos ornatus (Spectacled bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.941907
"MW556430.1 Tremarctos ornatus (Spectacled bear)","NC_008753.1 Ursus thibetanus mupinensis",0.941907
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MW491934.1 Ursus kudarensis kudarensis",0.979205
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MW491933.1 Ursus rossicus (Small cave bear)",0.972222
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MW491932.1 Ursus kanivetz",0.971366
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","CM029679.1 Ursus maritimus (Polar bear)",0.834751
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.963687
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MN935768.1 Ursus thibetanus laniger",0.950606
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.968498
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.943664
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.947965
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.979205
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.920783
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","MG066703.1 Ursus arctos pruinosus",0.964773
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.969739
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","NC_030174.1 Arctotherium sp.",0.931811
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.948742
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","KM257060.1 Ursus americanus (American black bear)",0.948945
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.971912
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.947965
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.948276
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.929481
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.945588
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.949053
"MW491935.1 Ursus kudarensis praekudarensis (Caucasian cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.94879
"MW491934.1 Ursus kudarensis kudarensis","MW491933.1 Ursus rossicus (Small cave bear)",0.985413
"MW491934.1 Ursus kudarensis kudarensis","MW491932.1 Ursus kanivetz",0.985216
"MW491934.1 Ursus kudarensis kudarensis","CM029679.1 Ursus maritimus (Polar bear)",0.838689
"MW491934.1 Ursus kudarensis kudarensis","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.978895
"MW491934.1 Ursus kudarensis kudarensis","MN935768.1 Ursus thibetanus laniger",0.966605
"MW491934.1 Ursus kudarensis kudarensis","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.981688
"MW491934.1 Ursus kudarensis kudarensis","MH931229.1 Melursus ursinus (Sloth bear)",0.957397
"MW491934.1 Ursus kudarensis kudarensis","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.963809
"MW491934.1 Ursus kudarensis kudarensis","MH605139.1 Ursus kudarensis (Kudaro cave bear)",1
"MW491934.1 Ursus kudarensis kudarensis","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.934918
"MW491934.1 Ursus kudarensis kudarensis","MG066703.1 Ursus arctos pruinosus",0.97874
"MW491934.1 Ursus kudarensis kudarensis","KX641337.1 Ursus spelaeus (Cave bear)",0.982619
"MW491934.1 Ursus kudarensis kudarensis","NC_030174.1 Arctotherium sp.",0.944082
"MW491934.1 Ursus kudarensis kudarensis","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963187
"MW491934.1 Ursus kudarensis kudarensis","KM257060.1 Ursus americanus (American black bear)",0.963222
"MW491934.1 Ursus kudarensis kudarensis","KF437625.2 Ursus deningeri (Deninger's bear)",0.983395
"MW491934.1 Ursus kudarensis kudarensis","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963809
"MW491934.1 Ursus kudarensis kudarensis","NC_011118.1 Ursus thibetanus thibetanus",0.964119
"MW491934.1 Ursus kudarensis kudarensis","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.942529
"MW491934.1 Ursus kudarensis kudarensis","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.960555
"MW491934.1 Ursus kudarensis kudarensis","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964896
"MW491934.1 Ursus kudarensis kudarensis","NC_008753.1 Ursus thibetanus mupinensis",0.964773
"MW491933.1 Ursus rossicus (Small cave bear)","MW491932.1 Ursus kanivetz",0.998599
"MW491933.1 Ursus rossicus (Small cave bear)","CM029679.1 Ursus maritimus (Polar bear)",0.83995
"MW491933.1 Ursus rossicus (Small cave bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.977809
"MW491933.1 Ursus rossicus (Small cave bear)","MN935768.1 Ursus thibetanus laniger",0.966915
"MW491933.1 Ursus rossicus (Small cave bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.994879
"MW491933.1 Ursus rossicus (Small cave bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.958333
"MW491933.1 Ursus rossicus (Small cave bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.965362
"MW491933.1 Ursus rossicus (Small cave bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.985413
"MW491933.1 Ursus rossicus (Small cave bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.93352
"MW491933.1 Ursus rossicus (Small cave bear)","MG066703.1 Ursus arctos pruinosus",0.979516
"MW491933.1 Ursus rossicus (Small cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.997207
"MW491933.1 Ursus rossicus (Small cave bear)","NC_030174.1 Arctotherium sp.",0.946412
"MW491933.1 Ursus rossicus (Small cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963964
"MW491933.1 Ursus rossicus (Small cave bear)","KM257060.1 Ursus americanus (American black bear)",0.963222
"MW491933.1 Ursus rossicus (Small cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.99612
"MW491933.1 Ursus rossicus (Small cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.965362
"MW491933.1 Ursus rossicus (Small cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.965517
"MW491933.1 Ursus rossicus (Small cave bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.942218
"MW491933.1 Ursus rossicus (Small cave bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.96149
"MW491933.1 Ursus rossicus (Small cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.966294
"MW491933.1 Ursus rossicus (Small cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.964618
"MW491932.1 Ursus kanivetz","CM029679.1 Ursus maritimus (Polar bear)",0.839004
"MW491932.1 Ursus kanivetz","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.976657
"MW491932.1 Ursus kanivetz","MN935768.1 Ursus thibetanus laniger",0.966542
"MW491932.1 Ursus kanivetz","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.995643
"MW491932.1 Ursus kanivetz","MH931229.1 Melursus ursinus (Sloth bear)",0.956929
"MW491932.1 Ursus kanivetz","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.964986
"MW491932.1 Ursus kanivetz","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.985216
"MW491932.1 Ursus kanivetz","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.932773
"MW491932.1 Ursus kanivetz","MG066703.1 Ursus arctos pruinosus",0.978369
"MW491932.1 Ursus kanivetz","KX641337.1 Ursus spelaeus (Cave bear)",0.995798
"MW491932.1 Ursus kanivetz","NC_030174.1 Arctotherium sp.",0.944444
"MW491932.1 Ursus kanivetz","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963585
"MW491932.1 Ursus kanivetz","KM257060.1 Ursus americanus (American black bear)",0.962963
"MW491932.1 Ursus kanivetz","KF437625.2 Ursus deningeri (Deninger's bear)",0.994709
"MW491932.1 Ursus kanivetz","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.964986
"MW491932.1 Ursus kanivetz","NC_011118.1 Ursus thibetanus thibetanus",0.965142
"MW491932.1 Ursus kanivetz","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.941799
"MW491932.1 Ursus kanivetz","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.961179
"MW491932.1 Ursus kanivetz","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.96592
"MW491932.1 Ursus kanivetz","NC_008753.1 Ursus thibetanus mupinensis",0.964208
"CM029679.1 Ursus maritimus (Polar bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","MN935768.1 Ursus thibetanus laniger",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.839004
"CM029679.1 Ursus maritimus (Polar bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.835224
"CM029679.1 Ursus maritimus (Polar bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.839162
"CM029679.1 Ursus maritimus (Polar bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.838689
"CM029679.1 Ursus maritimus (Polar bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.838374
"CM029679.1 Ursus maritimus (Polar bear)","MG066703.1 Ursus arctos pruinosus",0.837587
"CM029679.1 Ursus maritimus (Polar bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.83995
"CM029679.1 Ursus maritimus (Polar bear)","NC_030174.1 Arctotherium sp.",0.837587
"CM029679.1 Ursus maritimus (Polar bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.837902
"CM029679.1 Ursus maritimus (Polar bear)","KM257060.1 Ursus americanus (American black bear)",0.835539
"CM029679.1 Ursus maritimus (Polar bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.840107
"CM029679.1 Ursus maritimus (Polar bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.839477
"CM029679.1 Ursus maritimus (Polar bear)","NC_011118.1 Ursus thibetanus thibetanus",0.838217
"CM029679.1 Ursus maritimus (Polar bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.838217
"CM029679.1 Ursus maritimus (Polar bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.837587
"CM029679.1 Ursus maritimus (Polar bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","NC_008753.1 Ursus thibetanus mupinensis",0.839319
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MN935768.1 Ursus thibetanus laniger",0.966449
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.973464
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.956305
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.964896
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.978895
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.931345
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MG066703.1 Ursus arctos pruinosus",0.988672
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.975636
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_030174.1 Arctotherium sp.",0.941907
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.964275
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KM257060.1 Ursus americanus (American black bear)",0.962291
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.976723
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.964896
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_011118.1 Ursus thibetanus thibetanus",0.965051
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.940354
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.961335
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964585
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_008753.1 Ursus thibetanus mupinensis",0.96586
"MN935768.1 Ursus thibetanus laniger","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.964119
"MN935768.1 Ursus thibetanus laniger","MH931229.1 Melursus ursinus (Sloth bear)",0.961923
"MN935768.1 Ursus thibetanus laniger","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.992234
"MN935768.1 Ursus thibetanus laniger","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.966605
"MN935768.1 Ursus thibetanus laniger","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.933986
"MN935768.1 Ursus thibetanus laniger","MG066703.1 Ursus arctos pruinosus",0.96443
"MN935768.1 Ursus thibetanus laniger","KX641337.1 Ursus spelaeus (Cave bear)",0.964275
"MN935768.1 Ursus thibetanus laniger","NC_030174.1 Arctotherium sp.",0.944393
"MN935768.1 Ursus thibetanus laniger","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.986331
"MN935768.1 Ursus thibetanus laniger","KM257060.1 Ursus americanus (American black bear)",0.968468
"MN935768.1 Ursus thibetanus laniger","KF437625.2 Ursus deningeri (Deninger's bear)",0.964896
"MN935768.1 Ursus thibetanus laniger","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.992855
"MN935768.1 Ursus thibetanus laniger","NC_011118.1 Ursus thibetanus thibetanus",0.993321
"MN935768.1 Ursus thibetanus laniger","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.944082
"MN935768.1 Ursus thibetanus laniger","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.965544
"MN935768.1 Ursus thibetanus laniger","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.99534
"MN935768.1 Ursus thibetanus laniger","NC_008753.1 Ursus thibetanus mupinensis",0.990059
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MH931229.1 Melursus ursinus (Sloth bear)",0.955212
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.962566
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.981688
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.931966
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MG066703.1 Ursus arctos pruinosus",0.975636
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.992706
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_030174.1 Arctotherium sp.",0.943305
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.961323
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KM257060.1 Ursus americanus (American black bear)",0.960894
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.990999
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.962566
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.962721
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.942373
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.958528
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963498
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.961825
"MH931229.1 Melursus ursinus (Sloth bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.962235
"MH931229.1 Melursus ursinus (Sloth bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.957397
"MH931229.1 Melursus ursinus (Sloth bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.930556
"MH931229.1 Melursus ursinus (Sloth bear)","MG066703.1 Ursus arctos pruinosus",0.958021
"MH931229.1 Melursus ursinus (Sloth bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.956149
"MH931229.1 Melursus ursinus (Sloth bear)","NC_030174.1 Arctotherium sp.",0.940231
"MH931229.1 Melursus ursinus (Sloth bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.958958
"MH931229.1 Melursus ursinus (Sloth bear)","KM257060.1 Ursus americanus (American black bear)",0.957397
"MH931229.1 Melursus ursinus (Sloth bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.956305
"MH931229.1 Melursus ursinus (Sloth bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.961923
"MH931229.1 Melursus ursinus (Sloth bear)","NC_011118.1 Ursus thibetanus thibetanus",0.961142
"MH931229.1 Melursus ursinus (Sloth bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.938514
"MH931229.1 Melursus ursinus (Sloth bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.95412
"MH931229.1 Melursus ursinus (Sloth bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.962859
"MH931229.1 Melursus ursinus (Sloth bear)","NC_008753.1 Ursus thibetanus mupinensis",0.960986
"KT964290.1 Ursus thibetanus (Asiatic black bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.963809
"KT964290.1 Ursus thibetanus (Asiatic black bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.934607
"KT964290.1 Ursus thibetanus (Asiatic black bear)","MG066703.1 Ursus arctos pruinosus",0.963032
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.962721
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_030174.1 Arctotherium sp.",0.945014
"KT964290.1 Ursus thibetanus (Asiatic black bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.983535
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KM257060.1 Ursus americanus (American black bear)",0.968934
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.963343
"KT964290.1 Ursus thibetanus (Asiatic black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.998757
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.997359
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.945946
"KT964290.1 Ursus thibetanus (Asiatic black bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.9657
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.996272
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.99534
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","MH102403.1 Ailuropoda melanoleuca (Giant panda)",0.934918
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","MG066703.1 Ursus arctos pruinosus",0.97874
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.982619
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_030174.1 Arctotherium sp.",0.944082
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963187
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KM257060.1 Ursus americanus (American black bear)",0.963222
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.983395
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963809
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.964119
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_011116.1 Arctodus simus (Giant short-faced bear)",0.942529
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","FM177765.1 Helarctos malayanus (Malayan sun bear)",0.960555
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964896
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.964773
