V1,V2,p
"MZ042357.1 Canis latrans (Coyote)","MK948871.1 Canis lupus orion (Greenland wolf)",0.982054
"MZ042357.1 Canis latrans (Coyote)","MN122913.1 Vulpes vulpes (Red fox)",0.940599
"MZ042357.1 Canis latrans (Coyote)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.982366
"MZ042357.1 Canis latrans (Coyote)","MH035676.1 Canis lupus dingo (Dingo)",0.982366
"MZ042357.1 Canis latrans (Coyote)","MG256392.1 Nyctereutes procyonoides (Raccoon dog)",0.936954
"MZ042357.1 Canis latrans (Coyote)","CM007595.1 Lycaon pictus (African hunting dog)",0.959738
"MZ042357.1 Canis latrans (Coyote)","NC_027956.1 Canis lupaster (African golden wolf)",0.985643
"MZ042357.1 Canis latrans (Coyote)","NC_027935.1 Vulpes ferrilata (Tibetan sand fox)",0.937636
"MZ042357.1 Canis latrans (Coyote)","KT448284.1 Lycalopex sechurae (Sechura desert fox)",0.953277
"MZ042357.1 Canis latrans (Coyote)","KT448282.1 Cuon alpinus (Dhole)",0.963067
"MZ042357.1 Canis latrans (Coyote)","KT448280.1 Canis mesomelas (Black-backed jackal)",0.972588
"MZ042357.1 Canis latrans (Coyote)","KT448274.1 Canis aureus (Golden jackal)",0.98736
"MZ042357.1 Canis latrans (Coyote)","KT448271.1 Canis adustus (Side-striped jackal)",0.942002
"MZ042357.1 Canis latrans (Coyote)","NC_026723.1 Urocyon cinereoargenteus (Gray fox)",0.942826
"MZ042357.1 Canis latrans (Coyote)","KP129082.1 Urocyon littoralis dickeyi",0.942513
"MZ042357.1 Canis latrans (Coyote)","KP129081.1 Urocyon littoralis clementae",0.942199
"MZ042357.1 Canis latrans (Coyote)","KP129064.1 Urocyon littoralis catalinae",0.942199
"MZ042357.1 Canis latrans (Coyote)","KP129062.1 Urocyon littoralis santacruzae",0.942199
"MZ042357.1 Canis latrans (Coyote)","KP129017.1 Urocyon littoralis littoralis",0.942199
"MZ042357.1 Canis latrans (Coyote)","KP128993.1 Urocyon littoralis santarosae",0.942199
"MZ042357.1 Canis latrans (Coyote)","KJ603240.1 Vulpes zerda (Fennec fox)",0.940287
"MZ042357.1 Canis latrans (Coyote)","NC_024172.1 Chrysocyon brachyurus (Maned wolf)",0.954942
"MZ042357.1 Canis latrans (Coyote)","KF709435.1 Nyctereutes procyonoides koreensis",0.93633
"MZ042357.1 Canis latrans (Coyote)","NC_023958.1 Vulpes corsac (Corsac fox)",0.938481
"MZ042357.1 Canis latrans (Coyote)","KF661092.1 Canis sp. Russia/33,500",0.98377
"MZ042357.1 Canis latrans (Coyote)","KF661079.1 Canis sp. Belgium/36,000",0.916769
"MZ042357.1 Canis latrans (Coyote)","KF646248.1 Cuon alpinus lepturus",0.963033
"MZ042357.1 Canis latrans (Coyote)","KF573616.1 Canis lupus laniger (Tibetan wolf)",0.984551
"MZ042357.1 Canis latrans (Coyote)","KF387633.1 Vulpes vulpes montana (Hill fox)",0.941534
"MZ042357.1 Canis latrans (Coyote)","KC896375.1 Canis lupus campestris (Steppe wolf)",0.982366
"MZ042357.1 Canis latrans (Coyote)","KC461238.1 Canis lupus desertorum",0.982522
"MZ042357.1 Canis latrans (Coyote)","GQ374438.1 Canis lupus chanco (Mongolian wolf)",0.981117
"MZ042325.1 Canis lupus familiaris (Dog)","MZ042323.1 Canis lupus baileyi (Mexican gray wolf)",0.998439
"MZ042325.1 Canis lupus familiaris (Dog)","MZ367921.1 Canis rufus (Red wolf)",0.983302
"MZ042325.1 Canis lupus familiaris (Dog)","MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)",0.982366
"MZ042325.1 Canis lupus familiaris (Dog)","NC_053974.1 Speothos venaticus (Bush dog)",0.952403
"MZ042325.1 Canis lupus familiaris (Dog)","MW257223.1 Otocyon megalotis (Bat-eared fox)",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","MT883492.1 Vulpes lagopus (Arctic fox)",0.934457
"MZ042325.1 Canis lupus familiaris (Dog)","MN181407.1 Lycalopex sp. CAN005",0.949438
"MZ042325.1 Canis lupus familiaris (Dog)","MN181406.1 Lycalopex sp. CAN003",0.94897
"MZ042325.1 Canis lupus familiaris (Dog)","LC520095.1 Canis lupus hodophilax (Japanese wolf)",0.996723
"MZ042325.1 Canis lupus familiaris (Dog)","MK948871.1 Canis lupus orion (Greenland wolf)",0.999376
"MZ042325.1 Canis lupus familiaris (Dog)","MN122913.1 Vulpes vulpes (Red fox)",0.93789
"MZ042325.1 Canis lupus familiaris (Dog)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.999688
"MZ042325.1 Canis lupus familiaris (Dog)","MH035676.1 Canis lupus dingo (Dingo)",0.996099
"MZ042325.1 Canis lupus familiaris (Dog)","MG256392.1 Nyctereutes procyonoides (Raccoon dog)",0.936017
"MZ042325.1 Canis lupus familiaris (Dog)","CM007595.1 Lycaon pictus (African hunting dog)",0.956617
"MZ042325.1 Canis lupus familiaris (Dog)","NC_027956.1 Canis lupaster (African golden wolf)",0.987516
"MZ042325.1 Canis lupus familiaris (Dog)","NC_027935.1 Vulpes ferrilata (Tibetan sand fox)",0.93633
"MZ042325.1 Canis lupus familiaris (Dog)","KT448284.1 Lycalopex sechurae (Sechura desert fox)",0.950925
"MZ042325.1 Canis lupus familiaris (Dog)","KT448282.1 Cuon alpinus (Dhole)",0.961033
"MZ042325.1 Canis lupus familiaris (Dog)","KT448280.1 Canis mesomelas (Black-backed jackal)",0.972744
"MZ042325.1 Canis lupus familiaris (Dog)","KT448274.1 Canis aureus (Golden jackal)",0.984707
"MZ042325.1 Canis lupus familiaris (Dog)","KT448271.1 Canis adustus (Side-striped jackal)",0.939763
"MZ042325.1 Canis lupus familiaris (Dog)","NC_026723.1 Urocyon cinereoargenteus (Gray fox)",0.944079
"MZ042325.1 Canis lupus familiaris (Dog)","KP129082.1 Urocyon littoralis dickeyi",0.943766
"MZ042325.1 Canis lupus familiaris (Dog)","KP129081.1 Urocyon littoralis clementae",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","KP129064.1 Urocyon littoralis catalinae",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","KP129062.1 Urocyon littoralis santacruzae",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","KP129017.1 Urocyon littoralis littoralis",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","KP128993.1 Urocyon littoralis santarosae",0.943452
"MZ042325.1 Canis lupus familiaris (Dog)","KJ603240.1 Vulpes zerda (Fennec fox)",0.938202
"MZ042325.1 Canis lupus familiaris (Dog)","NC_024172.1 Chrysocyon brachyurus (Maned wolf)",0.954744
"MZ042325.1 Canis lupus familiaris (Dog)","KF709435.1 Nyctereutes procyonoides koreensis",0.934769
"MZ042325.1 Canis lupus familiaris (Dog)","NC_023958.1 Vulpes corsac (Corsac fox)",0.936911
"MZ042325.1 Canis lupus familiaris (Dog)","KF661092.1 Canis sp. Russia/33,500",0.998283
"MZ042325.1 Canis lupus familiaris (Dog)","KF661079.1 Canis sp. Belgium/36,000",0.92454
"MZ042325.1 Canis lupus familiaris (Dog)","KF646248.1 Cuon alpinus lepturus",0.960996
"MZ042325.1 Canis lupus familiaris (Dog)","KF573616.1 Canis lupus laniger (Tibetan wolf)",0.988608
"MZ042325.1 Canis lupus familiaris (Dog)","KF387633.1 Vulpes vulpes montana (Hill fox)",0.939295
"MZ042325.1 Canis lupus familiaris (Dog)","KC896375.1 Canis lupus campestris (Steppe wolf)",0.999064
"MZ042325.1 Canis lupus familiaris (Dog)","KC461238.1 Canis lupus desertorum",0.998752
"MZ042325.1 Canis lupus familiaris (Dog)","GQ374438.1 Canis lupus chanco (Mongolian wolf)",0.997971
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MZ367921.1 Canis rufus (Red wolf)",0.982678
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)",0.981742
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_053974.1 Speothos venaticus (Bush dog)",0.951779
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MW257223.1 Otocyon megalotis (Bat-eared fox)",0.942826
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MT883492.1 Vulpes lagopus (Arctic fox)",0.933833
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MN181407.1 Lycalopex sp. CAN005",0.94897
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MN181406.1 Lycalopex sp. CAN003",0.948502
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","LC520095.1 Canis lupus hodophilax (Japanese wolf)",0.996723
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MK948871.1 Canis lupus orion (Greenland wolf)",0.998439
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MN122913.1 Vulpes vulpes (Red fox)",0.936954
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.998752
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MH035676.1 Canis lupus dingo (Dingo)",0.996099
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","MG256392.1 Nyctereutes procyonoides (Raccoon dog)",0.936017
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","CM007595.1 Lycaon pictus (African hunting dog)",0.955993
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_027956.1 Canis lupaster (African golden wolf)",0.987516
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_027935.1 Vulpes ferrilata (Tibetan sand fox)",0.935705
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KT448284.1 Lycalopex sechurae (Sechura desert fox)",0.950298
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KT448282.1 Cuon alpinus (Dhole)",0.960876
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KT448280.1 Canis mesomelas (Black-backed jackal)",0.971491
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KT448274.1 Canis aureus (Golden jackal)",0.984707
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KT448271.1 Canis adustus (Side-striped jackal)",0.939295
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_026723.1 Urocyon cinereoargenteus (Gray fox)",0.942982
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP129082.1 Urocyon littoralis dickeyi",0.942669
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP129081.1 Urocyon littoralis clementae",0.942356
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP129064.1 Urocyon littoralis catalinae",0.942356
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP129062.1 Urocyon littoralis santacruzae",0.942356
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP129017.1 Urocyon littoralis littoralis",0.942356
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KP128993.1 Urocyon littoralis santarosae",0.942356
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KJ603240.1 Vulpes zerda (Fennec fox)",0.937578
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_024172.1 Chrysocyon brachyurus (Maned wolf)",0.953496
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF709435.1 Nyctereutes procyonoides koreensis",0.934769
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","NC_023958.1 Vulpes corsac (Corsac fox)",0.936127
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF661092.1 Canis sp. Russia/33,500",0.998283
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF661079.1 Canis sp. Belgium/36,000",0.924335
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF646248.1 Cuon alpinus lepturus",0.96084
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF573616.1 Canis lupus laniger (Tibetan wolf)",0.988608
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KF387633.1 Vulpes vulpes montana (Hill fox)",0.938358
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KC896375.1 Canis lupus campestris (Steppe wolf)",0.998127
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","KC461238.1 Canis lupus desertorum",0.997815
"MZ042323.1 Canis lupus baileyi (Mexican gray wolf)","GQ374438.1 Canis lupus chanco (Mongolian wolf)",0.997035
"MZ367921.1 Canis rufus (Red wolf)","MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)",0.999065
"MZ367921.1 Canis rufus (Red wolf)","NC_053974.1 Speothos venaticus (Bush dog)",0.9549
"MZ367921.1 Canis rufus (Red wolf)","MW257223.1 Otocyon megalotis (Bat-eared fox)",0.945332
"MZ367921.1 Canis rufus (Red wolf)","MT883492.1 Vulpes lagopus (Arctic fox)",0.937325
"MZ367921.1 Canis rufus (Red wolf)","MN181407.1 Lycalopex sp. CAN005",0.95276
"MZ367921.1 Canis rufus (Red wolf)","MN181406.1 Lycalopex sp. CAN003",0.952292
"MZ367921.1 Canis rufus (Red wolf)","LC520095.1 Canis lupus hodophilax (Japanese wolf)",0.983474
"MZ367921.1 Canis rufus (Red wolf)","MK948871.1 Canis lupus orion (Greenland wolf)",0.982678
"MZ367921.1 Canis rufus (Red wolf)","MN122913.1 Vulpes vulpes (Red fox)",0.941066
"MZ367921.1 Canis rufus (Red wolf)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.98299
"MZ367921.1 Canis rufus (Red wolf)","MH035676.1 Canis lupus dingo (Dingo)",0.98299
"MZ367921.1 Canis rufus (Red wolf)","MG256392.1 Nyctereutes procyonoides (Raccoon dog)",0.937578
"MZ367921.1 Canis rufus (Red wolf)","CM007595.1 Lycaon pictus (African hunting dog)",0.960362
"MZ367921.1 Canis rufus (Red wolf)","NC_027956.1 Canis lupaster (African golden wolf)",0.985643
"MZ367921.1 Canis rufus (Red wolf)","NC_027935.1 Vulpes ferrilata (Tibetan sand fox)",0.937792
"MZ367921.1 Canis rufus (Red wolf)","KT448284.1 Lycalopex sechurae (Sechura desert fox)",0.953904
"MZ367921.1 Canis rufus (Red wolf)","KT448282.1 Cuon alpinus (Dhole)",0.963067
"MZ367921.1 Canis rufus (Red wolf)","KT448280.1 Canis mesomelas (Black-backed jackal)",0.973214
"MZ367921.1 Canis rufus (Red wolf)","KT448274.1 Canis aureus (Golden jackal)",0.98736
"MZ367921.1 Canis rufus (Red wolf)","KT448271.1 Canis adustus (Side-striped jackal)",0.94247
"MZ367921.1 Canis rufus (Red wolf)","NC_026723.1 Urocyon cinereoargenteus (Gray fox)",0.942982
"MZ367921.1 Canis rufus (Red wolf)","KP129082.1 Urocyon littoralis dickeyi",0.942669
"MZ367921.1 Canis rufus (Red wolf)","KP129081.1 Urocyon littoralis clementae",0.942356
"MZ367921.1 Canis rufus (Red wolf)","KP129064.1 Urocyon littoralis catalinae",0.942356
"MZ367921.1 Canis rufus (Red wolf)","KP129062.1 Urocyon littoralis santacruzae",0.942356
"MZ367921.1 Canis rufus (Red wolf)","KP129017.1 Urocyon littoralis littoralis",0.942356
"MZ367921.1 Canis rufus (Red wolf)","KP128993.1 Urocyon littoralis santarosae",0.942356
"MZ367921.1 Canis rufus (Red wolf)","KJ603240.1 Vulpes zerda (Fennec fox)",0.940443
"MZ367921.1 Canis rufus (Red wolf)","NC_024172.1 Chrysocyon brachyurus (Maned wolf)",0.95541
"MZ367921.1 Canis rufus (Red wolf)","KF709435.1 Nyctereutes procyonoides koreensis",0.936954
"MZ367921.1 Canis rufus (Red wolf)","NC_023958.1 Vulpes corsac (Corsac fox)",0.938638
"MZ367921.1 Canis rufus (Red wolf)","KF661092.1 Canis sp. Russia/33,500",0.984395
"MZ367921.1 Canis rufus (Red wolf)","KF661079.1 Canis sp. Belgium/36,000",0.917178
"MZ367921.1 Canis rufus (Red wolf)","KF646248.1 Cuon alpinus lepturus",0.963033
"MZ367921.1 Canis rufus (Red wolf)","KF573616.1 Canis lupus laniger (Tibetan wolf)",0.985175
"MZ367921.1 Canis rufus (Red wolf)","KF387633.1 Vulpes vulpes montana (Hill fox)",0.942002
"MZ367921.1 Canis rufus (Red wolf)","KC896375.1 Canis lupus campestris (Steppe wolf)",0.98299
"MZ367921.1 Canis rufus (Red wolf)","KC461238.1 Canis lupus desertorum",0.983146
"MZ367921.1 Canis rufus (Red wolf)","GQ374438.1 Canis lupus chanco (Mongolian wolf)",0.981429
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_053974.1 Speothos venaticus (Bush dog)",0.954588
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MW257223.1 Otocyon megalotis (Bat-eared fox)",0.944392
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MT883492.1 Vulpes lagopus (Arctic fox)",0.937013
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MN181407.1 Lycalopex sp. CAN005",0.951824
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MN181406.1 Lycalopex sp. CAN003",0.951356
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","LC520095.1 Canis lupus hodophilax (Japanese wolf)",0.982538
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MK948871.1 Canis lupus orion (Greenland wolf)",0.981742
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MN122913.1 Vulpes vulpes (Red fox)",0.940131
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.982054
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MH035676.1 Canis lupus dingo (Dingo)",0.982522
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","MG256392.1 Nyctereutes procyonoides (Raccoon dog)",0.936642
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","CM007595.1 Lycaon pictus (African hunting dog)",0.959582
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_027956.1 Canis lupaster (African golden wolf)",0.985331
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_027935.1 Vulpes ferrilata (Tibetan sand fox)",0.936857
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KT448284.1 Lycalopex sechurae (Sechura desert fox)",0.952963
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KT448282.1 Cuon alpinus (Dhole)",0.962128
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KT448280.1 Canis mesomelas (Black-backed jackal)",0.972274
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KT448274.1 Canis aureus (Golden jackal)",0.987047
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KT448271.1 Canis adustus (Side-striped jackal)",0.941534
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_026723.1 Urocyon cinereoargenteus (Gray fox)",0.942043
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP129082.1 Urocyon littoralis dickeyi",0.941729
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP129081.1 Urocyon littoralis clementae",0.941416
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP129064.1 Urocyon littoralis catalinae",0.941416
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP129062.1 Urocyon littoralis santacruzae",0.941416
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP129017.1 Urocyon littoralis littoralis",0.941416
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KP128993.1 Urocyon littoralis santarosae",0.941416
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KJ603240.1 Vulpes zerda (Fennec fox)",0.939507
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_024172.1 Chrysocyon brachyurus (Maned wolf)",0.954475
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF709435.1 Nyctereutes procyonoides koreensis",0.936017
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","NC_023958.1 Vulpes corsac (Corsac fox)",0.937696
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF661092.1 Canis sp. Russia/33,500",0.983458
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF661079.1 Canis sp. Belgium/36,000",0.916769
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF646248.1 Cuon alpinus lepturus",0.962093
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF573616.1 Canis lupus laniger (Tibetan wolf)",0.984238
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KF387633.1 Vulpes vulpes montana (Hill fox)",0.941066
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KC896375.1 Canis lupus campestris (Steppe wolf)",0.982054
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","KC461238.1 Canis lupus desertorum",0.98221
"MZ367914.1 Canis lupus lycaon (Eastern Canadian wolf)","GQ374438.1 Canis lupus chanco (Mongolian wolf)",0.980493
"NC_053974.1 Speothos venaticus (Bush dog)","MW257223.1 Otocyon megalotis (Bat-eared fox)",0.93938
"NC_053974.1 Speothos venaticus (Bush dog)","MT883492.1 Vulpes lagopus (Arctic fox)",0.933365
"NC_053974.1 Speothos venaticus (Bush dog)","MN181407.1 Lycalopex sp. CAN005",0.945381
"NC_053974.1 Speothos venaticus (Bush dog)","MN181406.1 Lycalopex sp. CAN003",0.944913
"NC_053974.1 Speothos venaticus (Bush dog)","LC520095.1 Canis lupus hodophilax (Japanese wolf)",0.953184
"NC_053974.1 Speothos venaticus (Bush dog)","MK948871.1 Canis lupus orion (Greenland wolf)",0.952091
"NC_053974.1 Speothos venaticus (Bush dog)","MN122913.1 Vulpes vulpes (Red fox)",0.934769
"NC_053974.1 Speothos venaticus (Bush dog)","MH746950.1 Canis lupus lupus (Eurasian wolf)",0.952091
