V1,V2,p
"LC635378.1 Platanista gangetica (Ganges River dolphin)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.925078
"LC635378.1 Platanista gangetica (Ganges River dolphin)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.932336
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_053753.1 Phocoenoides dalli (Dall's porpoise)",0.941249
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_053752.1 Phocoena dioptrica (Spectacled porpoise)",0.942684
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_053751.1 Phocoena sinus (Vaquita)",0.945012
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)",0.942839
"LC630882.1 Grampus griseus (Risso's dolphin)","MW316288.1 Delphinapterus leucas (Beluga whale)",0.947377
"LC630882.1 Grampus griseus (Risso's dolphin)","MT948111.1 Phocoena phocoena (Harbor porpoise)",0.940586
"LC630882.1 Grampus griseus (Risso's dolphin)","MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)",0.944548
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.972843
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.932365
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.974264
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.9315
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410921.1 Balaenoptera physalus (Fin whale)",0.933209
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.974691
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.970744
"LC630882.1 Grampus griseus (Risso's dolphin)","MT410874.1 Physeter catodon (Sperm whale)",0.913889
"LC630882.1 Grampus griseus (Risso's dolphin)","MT251289.1 Monodon monoceros (Narwhal)",0.95045
"LC630882.1 Grampus griseus (Risso's dolphin)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.975969
"LC630882.1 Grampus griseus (Risso's dolphin)","CM018075.1 Balaenoptera musculus (Blue whale)",0.936958
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_045404.1 Sousa teuszii (Atlantic humpbacked dolphin)",0.973798
"LC630882.1 Grampus griseus (Risso's dolphin)","MN124685.1 Balaena mysticetus (Bowhead whale)",0.9375
"LC630882.1 Grampus griseus (Risso's dolphin)","CM017011.1 Globicephala melas (Long-finned pilot whale)",0.846914
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_042761.1 Steno bredanensis (Rough-toothed dolphin)",0.974526
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_042218.1 Mesoplodon bidens (Sowerby's beaked whale)",0.932831
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_042217.1 Mesoplodon mirus (True's beaked whale)",0.932151
"LC630882.1 Grampus griseus (Risso's dolphin)","MK790782.1 Globicephala macrorhynchus (Short-finned pilot whale)",0.981223
"LC630882.1 Grampus griseus (Risso's dolphin)","MH992390.1 Lagenorhynchus obliquidens (Pacific white-sided dolphin)",0.97528
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_041303.1 Kogia sima (Dwarf sperm whale)",0.926321
"LC630882.1 Grampus griseus (Risso's dolphin)","MH062792.1 Orcinus orca (Killer whale)",0.973765
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_037848.1 Lagenodelphis hosei (Fraser's dolphin)",0.976589
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_037444.1 Eubalaena glacialis (North Atlantic right whale)",0.93921
"LC630882.1 Grampus griseus (Risso's dolphin)","MF409249.1 Balaenoptera borealis (Sei whale)",0.935107
"LC630882.1 Grampus griseus (Risso's dolphin)","MF409246.1 Megaptera novaeangliae (Humpback whale)",0.933086
"LC630882.1 Grampus griseus (Risso's dolphin)","MF409245.1 Eschrichtius robustus (Grey whale)",0.934264
"LC630882.1 Grampus griseus (Risso's dolphin)","MG762975.1 Tursiops aduncus (Indo-pacific bottlenose dolphin)",0.970896
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_036997.1 Mesoplodon stejnegeri (Stejneger's beaked whale)",0.929637
"LC630882.1 Grampus griseus (Risso's dolphin)","KX650872.1 Neophocaena phocaenoides sunameri",0.944859
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_034348.1 Indopacetus pacificus (Longman's beaked whale)",0.934239
"LC630882.1 Grampus griseus (Risso's dolphin)","KU886000.1 Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise)",0.943927
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_032301.1 Stenella longirostris (Spinner dolphin)",0.978295
"LC630882.1 Grampus griseus (Risso's dolphin)","KX857350.1 Stenella attenuata (Bridled dolphin)",0.974479
"LC630882.1 Grampus griseus (Risso's dolphin)","LN997430.1 Ziphius cavirostris (Cuvier's beaked whale)",0.938998
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_027593.1 Mesoplodon ginkgodens (Ginkgo-toothed beaked whale)",0.933614
"LC630882.1 Grampus griseus (Risso's dolphin)","KM893428.1 Inia geoffrensis (Boutu)",0.939112
"LC630882.1 Grampus griseus (Risso's dolphin)","KM893427.1 Orcaella brevirostris (Irrawaddy dolphin)",0.858333
"LC630882.1 Grampus griseus (Risso's dolphin)","KM893425.1 Stenella frontalis (Atlantic spotted dolphin)",0.850221
"LC630882.1 Grampus griseus (Risso's dolphin)","KM893424.1 Sotalia guianensis (Guyana river dolphin)",0.856481
"LC630882.1 Grampus griseus (Risso's dolphin)","KM893423.1 Sotalia fluviatilis (Gray dolphin)",0.915734
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_026456.1 Neophocaena asiaeorientalis (Narrow-ridged finless porpoise)",0.944548
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_023830.1 Mesoplodon grayi (Gray's beaked whale)",0.934864
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_022805.1 Tursiops australis (Burrunan dolphin)",0.974729
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_021974.2 Mesoplodon densirostris (Blainville's beaked whale)",0.931034
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_021434.2 Mesoplodon europaeus (Gervais' beaked whale)",0.932052
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_020696.1 Cephalorhynchus heavisidii (Heaviside's dolphin)",0.977146
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_019591.1 Orcaella heinsohni (Australian snubfin dolphin)",0.971296
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_019589.1 Peponocephala electra (Melon-headed whale)",0.978704
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_019588.1 Feresa attenuata (Pygmy killer whale)",0.980997
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_019577.1 Pseudorca crassidens (False killer whale)",0.975263
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_012061.1 Delphinus capensis (Long-beaked common dolphin)",0.97392
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_012057.1 Sousa chinensis (Indo-pacific humpbacked dolphin)",0.977301
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_007937.1 Balaenoptera omurai (Omura's baleen whale)",0.938531
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_007938.1 Balaenoptera edeni (Pygmy Bryde's whale)",0.934952
"LC630882.1 Grampus griseus (Risso's dolphin)","AB201259.1 Balaenoptera brydei (Bryde's whale)",0.934641
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.930853
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.938744
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_006930.1 Eubalaena australis (Southern right whale)",0.939112
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.933426
"LC630882.1 Grampus griseus (Risso's dolphin)","AP006475.1 Caperea marginata (Pygmy right whale)",0.92926
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_005275.1 Platanista minor (Indus River dolphin)",0.930997
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.933333
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.932243
"LC630882.1 Grampus griseus (Risso's dolphin)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.922201
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_053752.1 Phocoena dioptrica (Spectacled porpoise)",0.975769
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_053751.1 Phocoena sinus (Vaquita)",0.973823
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)",0.974526
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MW316288.1 Delphinapterus leucas (Beluga whale)",0.946351
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT948111.1 Phocoena phocoena (Harbor porpoise)",0.978664
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)",0.967381
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.942582
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.930647
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.94124
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.933675
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410921.1 Balaenoptera physalus (Fin whale)",0.929326
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410915.1 Delphinus delphis (Saddleback dolphin)",0.942177
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410901.1 Lagenorhynchus albirostris (White-beaked dolphin)",0.944756
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT410874.1 Physeter catodon (Sperm whale)",0.919913
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MT251289.1 Monodon monoceros (Narwhal)",0.948276
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","CM022296.1 Tursiops truncatus (Common bottlenose dolphin)",0.943256
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","CM018075.1 Balaenoptera musculus (Blue whale)",0.93417
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_045404.1 Sousa teuszii (Atlantic humpbacked dolphin)",0.938915
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MN124685.1 Balaena mysticetus (Bowhead whale)",0.933769
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","CM017011.1 Globicephala melas (Long-finned pilot whale)",0.844929
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_042761.1 Steno bredanensis (Rough-toothed dolphin)",0.93818
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_042218.1 Mesoplodon bidens (Sowerby's beaked whale)",0.926711
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_042217.1 Mesoplodon mirus (True's beaked whale)",0.927171
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MK790782.1 Globicephala macrorhynchus (Short-finned pilot whale)",0.939323
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MH992390.1 Lagenorhynchus obliquidens (Pacific white-sided dolphin)",0.942631
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_041303.1 Kogia sima (Dwarf sperm whale)",0.925325
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MH062792.1 Orcinus orca (Killer whale)",0.938157
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_037848.1 Lagenodelphis hosei (Fraser's dolphin)",0.93969
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_037444.1 Eubalaena glacialis (North Atlantic right whale)",0.934235
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MF409249.1 Balaenoptera borealis (Sei whale)",0.935419
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MF409246.1 Megaptera novaeangliae (Humpback whale)",0.93355
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MF409245.1 Eschrichtius robustus (Grey whale)",0.933333
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","MG762975.1 Tursiops aduncus (Indo-pacific bottlenose dolphin)",0.949751
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_036997.1 Mesoplodon stejnegeri (Stejneger's beaked whale)",0.926996
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KX650872.1 Neophocaena phocaenoides sunameri",0.967692
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_034348.1 Indopacetus pacificus (Longman's beaked whale)",0.931115
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KU886000.1 Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise)",0.967226
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_032301.1 Stenella longirostris (Spinner dolphin)",0.941395
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KX857350.1 Stenella attenuata (Bridled dolphin)",0.939465
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","LN997430.1 Ziphius cavirostris (Cuvier's beaked whale)",0.930906
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_027593.1 Mesoplodon ginkgodens (Ginkgo-toothed beaked whale)",0.931896
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KM893428.1 Inia geoffrensis (Boutu)",0.907735
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KM893427.1 Orcaella brevirostris (Irrawaddy dolphin)",0.859926
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KM893425.1 Stenella frontalis (Atlantic spotted dolphin)",0.847696
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KM893424.1 Sotalia guianensis (Guyana river dolphin)",0.852968
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","KM893423.1 Sotalia fluviatilis (Gray dolphin)",0.915578
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_026456.1 Neophocaena asiaeorientalis (Narrow-ridged finless porpoise)",0.966915
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_023830.1 Mesoplodon grayi (Gray's beaked whale)",0.931896
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_022805.1 Tursiops australis (Burrunan dolphin)",0.94
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_021974.2 Mesoplodon densirostris (Blainville's beaked whale)",0.928239
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_021434.2 Mesoplodon europaeus (Gervais' beaked whale)",0.928928
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_020696.1 Cephalorhynchus heavisidii (Heaviside's dolphin)",0.940609
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_019591.1 Orcaella heinsohni (Australian snubfin dolphin)",0.934601
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_019589.1 Peponocephala electra (Melon-headed whale)",0.940012
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_019588.1 Feresa attenuata (Pygmy killer whale)",0.940498
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_019577.1 Pseudorca crassidens (False killer whale)",0.935838
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_012061.1 Delphinus capensis (Long-beaked common dolphin)",0.941713
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_012057.1 Sousa chinensis (Indo-pacific humpbacked dolphin)",0.941231
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_007937.1 Balaenoptera omurai (Omura's baleen whale)",0.936041
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_007938.1 Balaenoptera edeni (Pygmy Bryde's whale)",0.935885
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","AB201259.1 Balaenoptera brydei (Bryde's whale)",0.932773
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_007629.1 Lipotes vexillifer (Yangtze River dolphin)",0.925116
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_006931.1 Eubalaena japonica (North Pacific right whale)",0.936723
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_006930.1 Eubalaena australis (Southern right whale)",0.934141
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_006926.1 Balaenoptera bonaerensis (Antarctic minke whale)",0.934513
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","AP006475.1 Caperea marginata (Pygmy right whale)",0.928016
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_005275.1 Platanista minor (Indus River dolphin)",0.927726
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_005274.1 Berardius bairdii (Baird's beaked whale)",0.931776
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_005277.1 Pontoporia blainvillei (Franciscana)",0.928349
"NC_053753.1 Phocoenoides dalli (Dall's porpoise)","NC_005272.1 Kogia breviceps (Pygmy sperm whale)",0.923761
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","NC_053751.1 Phocoena sinus (Vaquita)",0.980739
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","NC_053750.1 Phocoena spinipinnis (Burmeister's porpoise)",0.982448
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MW316288.1 Delphinapterus leucas (Beluga whale)",0.949053
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT948111.1 Phocoena phocoena (Harbor porpoise)",0.977943
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT948062.1 Neophocaena phocaenoides (Indo-Pacific finless porpoise)",0.968779
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","NC_050265.1 Lagenorhynchus acutus (Atlantic white-sided dolphin)",0.941131
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT410957.1 Hyperoodon ampullatus (Northern bottlenose whale)",0.936582
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT410956.1 Stenella coeruleoalba (Striped dolphin)",0.942063
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT410935.1 Balaenoptera acutorostrata (Minke whale)",0.934141
"NC_053752.1 Phocoena dioptrica (Spectacled porpoise)","MT410921.1 Balaenoptera physalus (Fin whale)",0.930879
