V1,V2,p
"MW257210.1 Prionailurus bengalensis (Leopard cat)","NC_028307.1 Felis chaus (Jungle cat)",0.962051
"MW257210.1 Prionailurus bengalensis (Leopard cat)","NC_028306.1 Caracal caracal (Caracal)",0.953265
"MW257210.1 Prionailurus bengalensis (Leopard cat)","NC_028299.1 Profelis aurata (African golden cat)",0.958761
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202285.1 Lynx rufus (Bobcat)",0.960347
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202275.1 Felis silvestris lybica (Near Eastern wildcat)",0.966107
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202273.1 Felis silvestris bieti (Chinese desert cat)",0.966573
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202271.1 Acinonyx jubatus (Cheetah)",0.958838
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202269.1 Panthera uncia (Snow leopard)",0.94781
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202268.1 Panthera tigris (Tiger)",0.945942
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KP202264.1 Panthera onca (Jaguar)",0.951914
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KJ866876.1 Panthera pardus japonensis",0.952314
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KF907306.1 Panthera leo leo",0.950328
"MW257210.1 Prionailurus bengalensis (Leopard cat)","KF892541.1 Panthera tigris tigris (Bengal tiger)",0.946097
"MW257210.1 Prionailurus bengalensis (Leopard cat)","JF357971.1 Panthera tigris corbetti (Indochinese tiger)",0.945942
"MW257210.1 Prionailurus bengalensis (Leopard cat)","JF357970.1 Panthera tigris sumatrae (Sumatran tiger)",0.946561
"MW257210.1 Prionailurus bengalensis (Leopard cat)","NC_014770.1 Panthera tigris amoyensis (Amoy tiger)",0.950434
"MW257208.1 Leopardus pardalis (Ocelot)","MW257207.1 Pardofelis marmorata (Marbled cat)",0.961132
"MW257208.1 Leopardus pardalis (Ocelot)","MT499915.1 Felis catus (Domestic cat)",0.956934
"MW257208.1 Leopardus pardalis (Ocelot)","MH706704.1 Lynx lynx (Eurasian lynx)",0.959733
"MW257208.1 Leopardus pardalis (Ocelot)","MK469963.1 Acinonyx jubatus venaticus (Asiatic cheetah)",0.996139
"MW257208.1 Leopardus pardalis (Ocelot)","MK469962.1 Acinonyx jubatus jubatus",0.96775
"MW257208.1 Leopardus pardalis (Ocelot)","MK469961.1 Acinonyx jubatus soemmeringii (Northeast African cheetah)",0.958489
"MW257208.1 Leopardus pardalis (Ocelot)","LC375963.1 Prionailurus iriomotensis (Iriomote cat)",0.96051
"MW257208.1 Leopardus pardalis (Ocelot)","LC375961.1 Prionailurus bengalensis euptilurus (Amur leopard cat)",0.960199
"MW257208.1 Leopardus pardalis (Ocelot)","MN624080.1 Panthera tigris altaica (Amur tiger)",0.946051
"MW257208.1 Leopardus pardalis (Ocelot)","MH978908.1 Otocolobus manul (Pallas's cat)",0.958022
"MW257208.1 Leopardus pardalis (Ocelot)","MK043027.1 Panthera pardus (Leopard)",0.949316
"MW257208.1 Leopardus pardalis (Ocelot)","CM017348.2 Lynx canadensis (Canada lynx)",0.956779
"MW257208.1 Leopardus pardalis (Ocelot)","MH818222.1 Puma concolor (Puma)",0.959111
"MW257208.1 Leopardus pardalis (Ocelot)","KY682747.1 Prionailurus planiceps (Flat-headed cat)",0.960821
"MW257208.1 Leopardus pardalis (Ocelot)","MF871703.1 Homotherium latidens (European saber-tooth cat)",0.838308
"MW257208.1 Leopardus pardalis (Ocelot)","MF871700.1 Smilodon populator (Greater saber-toothed cat)",0.92926
"MW257208.1 Leopardus pardalis (Ocelot)","KX911412.1 Lynx pardinus (Spanish lynx)",0.95569
"MW257208.1 Leopardus pardalis (Ocelot)","KU234271.1 Panthera leo persica (Asiatic lion)",0.949938
"MW257208.1 Leopardus pardalis (Ocelot)","KU133958.1 Neofelis nebulosa (Clouded leopard)",0.95056
"MW257208.1 Leopardus pardalis (Ocelot)","KX265095.1 Catopuma badia (Bay cat)",0.958644
"MW257208.1 Leopardus pardalis (Ocelot)","KX224524.1 Catopuma temminckii (Asiatic golden cat)",0.951493
"MW257208.1 Leopardus pardalis (Ocelot)","KR135744.1 Prionailurus rubiginosus (Rusty-spotted cat)",0.959266
"MW257208.1 Leopardus pardalis (Ocelot)","KR135742.1 Prionailurus viverrinus (Fishing cat)",0.959111
"MW257208.1 Leopardus pardalis (Ocelot)","KX655614.1 Panthera pardus orientalis (Amur leopard)",0.949391
"MW257208.1 Leopardus pardalis (Ocelot)","KX258452.1 Panthera spelaea (Eurasian cave lion)",0.950249
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028322.1 Leopardus jacobita (Andean mountain cat)",0.974969
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028321.1 Leopardus guigna (Kodkod)",0.971393
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028320.1 Leopardus geoffroyi (Geoffroy's cat)",0.972792
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028318.1 Leopardus wiedii (Margay)",0.985541
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028317.1 Leopardus tigrinus (Little spotted cat)",0.969216
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028316.1 Leptailurus serval (Serval)",0.961132
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028314.1 Leopardus colocolo (Colocolo)",0.974813
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028311.1 Puma yagouaroundi (Jaguarundi)",0.961132
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028310.1 Felis silvestris (Wild cat)",0.957556
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028309.1 Felis nigripes (Black-footed cat)",0.9588
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028308.1 Felis margarita (Sand cat)",0.956929
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028307.1 Felis chaus (Jungle cat)",0.961909
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028306.1 Caracal caracal (Caracal)",0.954447
"MW257208.1 Leopardus pardalis (Ocelot)","NC_028299.1 Profelis aurata (African golden cat)",0.955493
"MW257208.1 Leopardus pardalis (Ocelot)","KP202285.1 Lynx rufus (Bobcat)",0.955846
"MW257208.1 Leopardus pardalis (Ocelot)","KP202275.1 Felis silvestris lybica (Near Eastern wildcat)",0.957245
"MW257208.1 Leopardus pardalis (Ocelot)","KP202273.1 Felis silvestris bieti (Chinese desert cat)",0.958333
"MW257208.1 Leopardus pardalis (Ocelot)","KP202271.1 Acinonyx jubatus (Cheetah)",0.958955
"MW257208.1 Leopardus pardalis (Ocelot)","KP202269.1 Panthera uncia (Snow leopard)",0.951493
"MW257208.1 Leopardus pardalis (Ocelot)","KP202268.1 Panthera tigris (Tiger)",0.948072
"MW257208.1 Leopardus pardalis (Ocelot)","KP202264.1 Panthera onca (Jaguar)",0.953003
"MW257208.1 Leopardus pardalis (Ocelot)","KJ866876.1 Panthera pardus japonensis",0.950125
"MW257208.1 Leopardus pardalis (Ocelot)","KF907306.1 Panthera leo leo",0.947516
"MW257208.1 Leopardus pardalis (Ocelot)","KF892541.1 Panthera tigris tigris (Bengal tiger)",0.948072
"MW257208.1 Leopardus pardalis (Ocelot)","JF357971.1 Panthera tigris corbetti (Indochinese tiger)",0.948383
"MW257208.1 Leopardus pardalis (Ocelot)","JF357970.1 Panthera tigris sumatrae (Sumatran tiger)",0.947761
"MW257208.1 Leopardus pardalis (Ocelot)","NC_014770.1 Panthera tigris amoyensis (Amoy tiger)",0.94885
"MW257207.1 Pardofelis marmorata (Marbled cat)","MT499915.1 Felis catus (Domestic cat)",0.956779
"MW257207.1 Pardofelis marmorata (Marbled cat)","MH706704.1 Lynx lynx (Eurasian lynx)",0.959032
"MW257207.1 Pardofelis marmorata (Marbled cat)","MK469963.1 Acinonyx jubatus venaticus (Asiatic cheetah)",0.994852
"MW257207.1 Pardofelis marmorata (Marbled cat)","MK469962.1 Acinonyx jubatus jubatus",0.970339
"MW257207.1 Pardofelis marmorata (Marbled cat)","MK469961.1 Acinonyx jubatus soemmeringii (Northeast African cheetah)",0.960391
"MW257207.1 Pardofelis marmorata (Marbled cat)","LC375963.1 Prionailurus iriomotensis (Iriomote cat)",0.955152
"MW257207.1 Pardofelis marmorata (Marbled cat)","LC375961.1 Prionailurus bengalensis euptilurus (Amur leopard cat)",0.955462
"MW257207.1 Pardofelis marmorata (Marbled cat)","MN624080.1 Panthera tigris altaica (Amur tiger)",0.945585
"MW257207.1 Pardofelis marmorata (Marbled cat)","MH978908.1 Otocolobus manul (Pallas's cat)",0.955773
"MW257207.1 Pardofelis marmorata (Marbled cat)","MK043027.1 Panthera pardus (Leopard)",0.946828
"MW257207.1 Pardofelis marmorata (Marbled cat)","CM017348.2 Lynx canadensis (Canada lynx)",0.957751
"MW257207.1 Pardofelis marmorata (Marbled cat)","MH818222.1 Puma concolor (Puma)",0.960702
"MW257207.1 Pardofelis marmorata (Marbled cat)","KY682747.1 Prionailurus planiceps (Flat-headed cat)",0.955068
"MW257207.1 Pardofelis marmorata (Marbled cat)","MF871703.1 Homotherium latidens (European saber-tooth cat)",0.837523
"MW257207.1 Pardofelis marmorata (Marbled cat)","MF871700.1 Smilodon populator (Greater saber-toothed cat)",0.918063
"MW257207.1 Pardofelis marmorata (Marbled cat)","KX911412.1 Lynx pardinus (Spanish lynx)",0.95713
"MW257207.1 Pardofelis marmorata (Marbled cat)","KU234271.1 Panthera leo persica (Asiatic lion)",0.947295
"MW257207.1 Pardofelis marmorata (Marbled cat)","KU133958.1 Neofelis nebulosa (Clouded leopard)",0.941806
"MW257207.1 Pardofelis marmorata (Marbled cat)","KX265095.1 Catopuma badia (Bay cat)",0.95713
"MW257207.1 Pardofelis marmorata (Marbled cat)","KX224524.1 Catopuma temminckii (Asiatic golden cat)",0.952314
"MW257207.1 Pardofelis marmorata (Marbled cat)","KR135744.1 Prionailurus rubiginosus (Rusty-spotted cat)",0.955887
"MW257207.1 Pardofelis marmorata (Marbled cat)","KR135742.1 Prionailurus viverrinus (Fishing cat)",0.954531
"MW257207.1 Pardofelis marmorata (Marbled cat)","KX655614.1 Panthera pardus orientalis (Amur leopard)",0.948141
"MW257207.1 Pardofelis marmorata (Marbled cat)","KX258452.1 Panthera spelaea (Eurasian cave lion)",0.946206
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028322.1 Leopardus jacobita (Andean mountain cat)",0.955307
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028321.1 Leopardus guigna (Kodkod)",0.950807
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028320.1 Leopardus geoffroyi (Geoffroy's cat)",0.954334
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028318.1 Leopardus wiedii (Margay)",0.959111
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028317.1 Leopardus tigrinus (Little spotted cat)",0.95247
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028316.1 Leptailurus serval (Serval)",0.958333
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028314.1 Leopardus colocolo (Colocolo)",0.95329
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028311.1 Puma yagouaroundi (Jaguarundi)",0.957751
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028310.1 Felis silvestris (Wild cat)",0.956312
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028309.1 Felis nigripes (Black-footed cat)",0.95511
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028308.1 Felis margarita (Sand cat)",0.954744
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028307.1 Felis chaus (Jungle cat)",0.954997
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028306.1 Caracal caracal (Caracal)",0.94879
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_028299.1 Profelis aurata (African golden cat)",0.949269
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202285.1 Lynx rufus (Bobcat)",0.952204
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202275.1 Felis silvestris lybica (Near Eastern wildcat)",0.956468
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202273.1 Felis silvestris bieti (Chinese desert cat)",0.956934
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202271.1 Acinonyx jubatus (Cheetah)",0.960857
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202269.1 Panthera uncia (Snow leopard)",0.948276
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202268.1 Panthera tigris (Tiger)",0.946617
"MW257207.1 Pardofelis marmorata (Marbled cat)","KP202264.1 Panthera onca (Jaguar)",0.94958
"MW257207.1 Pardofelis marmorata (Marbled cat)","KJ866876.1 Panthera pardus japonensis",0.948874
"MW257207.1 Pardofelis marmorata (Marbled cat)","KF907306.1 Panthera leo leo",0.944705
"MW257207.1 Pardofelis marmorata (Marbled cat)","KF892541.1 Panthera tigris tigris (Bengal tiger)",0.946927
"MW257207.1 Pardofelis marmorata (Marbled cat)","JF357971.1 Panthera tigris corbetti (Indochinese tiger)",0.947238
"MW257207.1 Pardofelis marmorata (Marbled cat)","JF357970.1 Panthera tigris sumatrae (Sumatran tiger)",0.947858
"MW257207.1 Pardofelis marmorata (Marbled cat)","NC_014770.1 Panthera tigris amoyensis (Amoy tiger)",0.94522
"MT499915.1 Felis catus (Domestic cat)","MH706704.1 Lynx lynx (Eurasian lynx)",0.958022
"MT499915.1 Felis catus (Domestic cat)","MK469963.1 Acinonyx jubatus venaticus (Asiatic cheetah)",0.996139
"MT499915.1 Felis catus (Domestic cat)","MK469962.1 Acinonyx jubatus jubatus",0.97081
"MT499915.1 Felis catus (Domestic cat)","MK469961.1 Acinonyx jubatus soemmeringii (Northeast African cheetah)",0.959733
"MT499915.1 Felis catus (Domestic cat)","LC375963.1 Prionailurus iriomotensis (Iriomote cat)",0.964552
"MT499915.1 Felis catus (Domestic cat)","LC375961.1 Prionailurus bengalensis euptilurus (Amur leopard cat)",0.964863
"MT499915.1 Felis catus (Domestic cat)","MN624080.1 Panthera tigris altaica (Amur tiger)",0.942786
"MT499915.1 Felis catus (Domestic cat)","MH978908.1 Otocolobus manul (Pallas's cat)",0.962842
"MT499915.1 Felis catus (Domestic cat)","MK043027.1 Panthera pardus (Leopard)",0.952114
"MT499915.1 Felis catus (Domestic cat)","CM017348.2 Lynx canadensis (Canada lynx)",0.956934
"MT499915.1 Felis catus (Domestic cat)","MH818222.1 Puma concolor (Puma)",0.959422
"MT499915.1 Felis catus (Domestic cat)","KY682747.1 Prionailurus planiceps (Flat-headed cat)",0.963308
"MT499915.1 Felis catus (Domestic cat)","MF871703.1 Homotherium latidens (European saber-tooth cat)",0.83722
"MT499915.1 Felis catus (Domestic cat)","MF871700.1 Smilodon populator (Greater saber-toothed cat)",0.927705
"MT499915.1 Felis catus (Domestic cat)","KX911412.1 Lynx pardinus (Spanish lynx)",0.957556
"MT499915.1 Felis catus (Domestic cat)","KU234271.1 Panthera leo persica (Asiatic lion)",0.949627
"MT499915.1 Felis catus (Domestic cat)","KU133958.1 Neofelis nebulosa (Clouded leopard)",0.950404
"MT499915.1 Felis catus (Domestic cat)","KX265095.1 Catopuma badia (Bay cat)",0.959266
"MT499915.1 Felis catus (Domestic cat)","KX224524.1 Catopuma temminckii (Asiatic golden cat)",0.956001
"MT499915.1 Felis catus (Domestic cat)","KR135744.1 Prionailurus rubiginosus (Rusty-spotted cat)",0.963775
"MT499915.1 Felis catus (Domestic cat)","KR135742.1 Prionailurus viverrinus (Fishing cat)",0.96222
"MT499915.1 Felis catus (Domestic cat)","KX655614.1 Panthera pardus orientalis (Amur leopard)",0.951734
"MT499915.1 Felis catus (Domestic cat)","KX258452.1 Panthera spelaea (Eurasian cave lion)",0.950093
"MT499915.1 Felis catus (Domestic cat)","NC_028322.1 Leopardus jacobita (Andean mountain cat)",0.958178
"MT499915.1 Felis catus (Domestic cat)","NC_028321.1 Leopardus guigna (Kodkod)",0.953358
"MT499915.1 Felis catus (Domestic cat)","NC_028320.1 Leopardus geoffroyi (Geoffroy's cat)",0.955068
"MT499915.1 Felis catus (Domestic cat)","NC_028318.1 Leopardus wiedii (Margay)",0.959577
"MT499915.1 Felis catus (Domestic cat)","NC_028317.1 Leopardus tigrinus (Little spotted cat)",0.953825
"MT499915.1 Felis catus (Domestic cat)","NC_028316.1 Leptailurus serval (Serval)",0.961443
"MT499915.1 Felis catus (Domestic cat)","NC_028314.1 Leopardus colocolo (Colocolo)",0.958333
"MT499915.1 Felis catus (Domestic cat)","NC_028311.1 Puma yagouaroundi (Jaguarundi)",0.963308
"MT499915.1 Felis catus (Domestic cat)","NC_028310.1 Felis silvestris (Wild cat)",0.996113
"MT499915.1 Felis catus (Domestic cat)","NC_028309.1 Felis nigripes (Black-footed cat)",0.971238
"MT499915.1 Felis catus (Domestic cat)","NC_028308.1 Felis margarita (Sand cat)",0.989544
"MT499915.1 Felis catus (Domestic cat)","NC_028307.1 Felis chaus (Jungle cat)",0.971238
"MT499915.1 Felis catus (Domestic cat)","NC_028306.1 Caracal caracal (Caracal)",0.958022
"MT499915.1 Felis catus (Domestic cat)","NC_028299.1 Profelis aurata (African golden cat)",0.957205
"MT499915.1 Felis catus (Domestic cat)","KP202285.1 Lynx rufus (Bobcat)",0.956001
"MT499915.1 Felis catus (Domestic cat)","KP202275.1 Felis silvestris lybica (Near Eastern wildcat)",0.999067
"MT499915.1 Felis catus (Domestic cat)","KP202273.1 Felis silvestris bieti (Chinese desert cat)",0.995647
"MT499915.1 Felis catus (Domestic cat)","KP202271.1 Acinonyx jubatus (Cheetah)",0.960199
"MT499915.1 Felis catus (Domestic cat)","KP202269.1 Panthera uncia (Snow leopard)",0.949627
"MT499915.1 Felis catus (Domestic cat)","KP202268.1 Panthera tigris (Tiger)",0.944652
