V1,V2,p
"MW491934.1 Ursus kudarensis kudarensis","KX641337.1 Ursus spelaeus (Cave bear)",0.982619
"MW491934.1 Ursus kudarensis kudarensis","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963187
"MW491934.1 Ursus kudarensis kudarensis","KM257060.1 Ursus americanus (American black bear)",0.963222
"MW491934.1 Ursus kudarensis kudarensis","KF437625.2 Ursus deningeri (Deninger's bear)",0.983395
"MW491934.1 Ursus kudarensis kudarensis","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963809
"MW491934.1 Ursus kudarensis kudarensis","NC_011118.1 Ursus thibetanus thibetanus",0.964119
"MW491934.1 Ursus kudarensis kudarensis","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964896
"MW491934.1 Ursus kudarensis kudarensis","NC_008753.1 Ursus thibetanus mupinensis",0.964773
"MW491933.1 Ursus rossicus (Small cave bear)","MW491932.1 Ursus kanivetz",0.998599
"MW491933.1 Ursus rossicus (Small cave bear)","CM029679.1 Ursus maritimus (Polar bear)",0.83995
"MW491933.1 Ursus rossicus (Small cave bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.977809
"MW491933.1 Ursus rossicus (Small cave bear)","MN935768.1 Ursus thibetanus laniger",0.966915
"MW491933.1 Ursus rossicus (Small cave bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.994879
"MW491933.1 Ursus rossicus (Small cave bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.965362
"MW491933.1 Ursus rossicus (Small cave bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.985413
"MW491933.1 Ursus rossicus (Small cave bear)","MG066703.1 Ursus arctos pruinosus",0.979516
"MW491933.1 Ursus rossicus (Small cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.997207
"MW491933.1 Ursus rossicus (Small cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963964
"MW491933.1 Ursus rossicus (Small cave bear)","KM257060.1 Ursus americanus (American black bear)",0.963222
"MW491933.1 Ursus rossicus (Small cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.99612
"MW491933.1 Ursus rossicus (Small cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.965362
"MW491933.1 Ursus rossicus (Small cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.965517
"MW491933.1 Ursus rossicus (Small cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.966294
"MW491933.1 Ursus rossicus (Small cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.964618
"MW491932.1 Ursus kanivetz","CM029679.1 Ursus maritimus (Polar bear)",0.839004
"MW491932.1 Ursus kanivetz","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.976657
"MW491932.1 Ursus kanivetz","MN935768.1 Ursus thibetanus laniger",0.966542
"MW491932.1 Ursus kanivetz","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.995643
"MW491932.1 Ursus kanivetz","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.964986
"MW491932.1 Ursus kanivetz","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.985216
"MW491932.1 Ursus kanivetz","MG066703.1 Ursus arctos pruinosus",0.978369
"MW491932.1 Ursus kanivetz","KX641337.1 Ursus spelaeus (Cave bear)",0.995798
"MW491932.1 Ursus kanivetz","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963585
"MW491932.1 Ursus kanivetz","KM257060.1 Ursus americanus (American black bear)",0.962963
"MW491932.1 Ursus kanivetz","KF437625.2 Ursus deningeri (Deninger's bear)",0.994709
"MW491932.1 Ursus kanivetz","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.964986
"MW491932.1 Ursus kanivetz","NC_011118.1 Ursus thibetanus thibetanus",0.965142
"MW491932.1 Ursus kanivetz","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.96592
"MW491932.1 Ursus kanivetz","NC_008753.1 Ursus thibetanus mupinensis",0.964208
"CM029679.1 Ursus maritimus (Polar bear)","MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","MN935768.1 Ursus thibetanus laniger",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.839004
"CM029679.1 Ursus maritimus (Polar bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.839162
"CM029679.1 Ursus maritimus (Polar bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.838689
"CM029679.1 Ursus maritimus (Polar bear)","MG066703.1 Ursus arctos pruinosus",0.837587
"CM029679.1 Ursus maritimus (Polar bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.83995
"CM029679.1 Ursus maritimus (Polar bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.837902
"CM029679.1 Ursus maritimus (Polar bear)","KM257060.1 Ursus americanus (American black bear)",0.835539
"CM029679.1 Ursus maritimus (Polar bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.840107
"CM029679.1 Ursus maritimus (Polar bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.839477
"CM029679.1 Ursus maritimus (Polar bear)","NC_011118.1 Ursus thibetanus thibetanus",0.838217
"CM029679.1 Ursus maritimus (Polar bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.838532
"CM029679.1 Ursus maritimus (Polar bear)","NC_008753.1 Ursus thibetanus mupinensis",0.839319
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MN935768.1 Ursus thibetanus laniger",0.966449
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.973464
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.964896
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.978895
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","MG066703.1 Ursus arctos pruinosus",0.988672
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.975636
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.964275
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KM257060.1 Ursus americanus (American black bear)",0.962291
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.976723
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.964896
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_011118.1 Ursus thibetanus thibetanus",0.965051
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964585
"MW257206.1 Ursus arctos isabellinus (Himalayan brown bear)","NC_008753.1 Ursus thibetanus mupinensis",0.96586
"MN935768.1 Ursus thibetanus laniger","MN311250.1 Ursus ingressus (Gamssulzen cave bear)",0.964119
"MN935768.1 Ursus thibetanus laniger","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.992234
"MN935768.1 Ursus thibetanus laniger","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.966605
"MN935768.1 Ursus thibetanus laniger","MG066703.1 Ursus arctos pruinosus",0.96443
"MN935768.1 Ursus thibetanus laniger","KX641337.1 Ursus spelaeus (Cave bear)",0.964275
"MN935768.1 Ursus thibetanus laniger","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.986331
"MN935768.1 Ursus thibetanus laniger","KM257060.1 Ursus americanus (American black bear)",0.968468
"MN935768.1 Ursus thibetanus laniger","KF437625.2 Ursus deningeri (Deninger's bear)",0.964896
"MN935768.1 Ursus thibetanus laniger","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.992855
"MN935768.1 Ursus thibetanus laniger","NC_011118.1 Ursus thibetanus thibetanus",0.993321
"MN935768.1 Ursus thibetanus laniger","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.99534
"MN935768.1 Ursus thibetanus laniger","NC_008753.1 Ursus thibetanus mupinensis",0.990059
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KT964290.1 Ursus thibetanus (Asiatic black bear)",0.962566
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.981688
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","MG066703.1 Ursus arctos pruinosus",0.975636
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.992706
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.961323
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KM257060.1 Ursus americanus (American black bear)",0.960894
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.990999
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.962566
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.962721
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963498
"MN311250.1 Ursus ingressus (Gamssulzen cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.961825
"KT964290.1 Ursus thibetanus (Asiatic black bear)","MH605139.1 Ursus kudarensis (Kudaro cave bear)",0.963809
"KT964290.1 Ursus thibetanus (Asiatic black bear)","MG066703.1 Ursus arctos pruinosus",0.963032
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.962721
"KT964290.1 Ursus thibetanus (Asiatic black bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.983535
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KM257060.1 Ursus americanus (American black bear)",0.968934
"KT964290.1 Ursus thibetanus (Asiatic black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.963343
"KT964290.1 Ursus thibetanus (Asiatic black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.998757
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.997359
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.996272
"KT964290.1 Ursus thibetanus (Asiatic black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.99534
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","MG066703.1 Ursus arctos pruinosus",0.97874
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KX641337.1 Ursus spelaeus (Cave bear)",0.982619
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.963187
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KM257060.1 Ursus americanus (American black bear)",0.963222
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.983395
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963809
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.964119
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964896
"MH605139.1 Ursus kudarensis (Kudaro cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.964773
"MG066703.1 Ursus arctos pruinosus","KX641337.1 Ursus spelaeus (Cave bear)",0.977343
"MG066703.1 Ursus arctos pruinosus","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.962255
"MG066703.1 Ursus arctos pruinosus","KM257060.1 Ursus americanus (American black bear)",0.961204
"MG066703.1 Ursus arctos pruinosus","KF437625.2 Ursus deningeri (Deninger's bear)",0.977809
"MG066703.1 Ursus arctos pruinosus","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963032
"MG066703.1 Ursus arctos pruinosus","NC_011118.1 Ursus thibetanus thibetanus",0.963187
"MG066703.1 Ursus arctos pruinosus","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963343
"MG066703.1 Ursus arctos pruinosus","NC_008753.1 Ursus thibetanus mupinensis",0.963998
"KX641337.1 Ursus spelaeus (Cave bear)","AB863014.1 Ursus thibetanus japonicus (Japanese black bear)",0.961945
"KX641337.1 Ursus spelaeus (Cave bear)","KM257060.1 Ursus americanus (American black bear)",0.960894
"KX641337.1 Ursus spelaeus (Cave bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.993637
"KX641337.1 Ursus spelaeus (Cave bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.962721
"KX641337.1 Ursus spelaeus (Cave bear)","NC_011118.1 Ursus thibetanus thibetanus",0.962877
"KX641337.1 Ursus spelaeus (Cave bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.963653
"KX641337.1 Ursus spelaeus (Cave bear)","NC_008753.1 Ursus thibetanus mupinensis",0.96198
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","KM257060.1 Ursus americanus (American black bear)",0.965207
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.962255
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.983535
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.984001
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.985399
"AB863014.1 Ursus thibetanus japonicus (Japanese black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.981361
"KM257060.1 Ursus americanus (American black bear)","KF437625.2 Ursus deningeri (Deninger's bear)",0.961515
"KM257060.1 Ursus americanus (American black bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.968934
"KM257060.1 Ursus americanus (American black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.968468
"KM257060.1 Ursus americanus (American black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.969711
"KM257060.1 Ursus americanus (American black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.969429
"KF437625.2 Ursus deningeri (Deninger's bear)","EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)",0.963343
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_011118.1 Ursus thibetanus thibetanus",0.963498
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.964275
"KF437625.2 Ursus deningeri (Deninger's bear)","NC_008753.1 Ursus thibetanus mupinensis",0.962601
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_011118.1 Ursus thibetanus thibetanus",0.997359
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.996272
"EF667005.1 Ursus thibetanus ussuricus (Manchurian black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.994719
"NC_011118.1 Ursus thibetanus thibetanus","NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)",0.997359
"NC_011118.1 Ursus thibetanus thibetanus","NC_008753.1 Ursus thibetanus mupinensis",0.993321
"NC_009331.1 Ursus thibetanus formosanus (Formosan black bear)","NC_008753.1 Ursus thibetanus mupinensis",0.992855
